序号,省份,博物馆名称,性质,质量等级,是否免费开放,藏品数（件/套）,珍贵文物（件/套）,展览（个）,教育活动（次）,参观人数（万人次）
271,北京市,北京焦庄户地道战遗址纪念馆,文化文物系统国有博物馆,未定级,是,96,0,1,25,8.5
272,北京市,北京金漆镶嵌艺术博物馆,非国有博物馆,未定级,否,380,0,7,55,0.7911
273,北京市,北京金台艺术馆,非国有博物馆,未定级,是,277,0,8,3,1.5
274,北京市,北京劲飞京作红木文化博物馆,非国有博物馆,未定级,是,404,0,8,2,1.31
275,北京市,北京京华茶叶博物馆,其他行业国有博物馆,未定级,是,300,0,1,10,1.2033
276,北京市,北京警察博物馆,其他行业国有博物馆,未定级,是,12810,43,5,17,9.5
277,北京市,北京九鼎灶文化博物馆,非国有博物馆,未定级,否,300,0,2,50,1.3865
278,北京市,北京考古遗址博物馆（大葆台西汉墓遗址）,文化文物系统国有博物馆,三级,是,1396,32,0,18,0
279,北京市,北京考古遗址博物馆（金中都水关遗址）,文化文物系统国有博物馆,三级,是,220,57,3,22,2.1227
280,北京市,北京考古遗址博物馆（琉璃河遗址）,文化文物系统国有博物馆,未定级,是,254,49,0,45,0
281,北京市,北京空竹博物馆,其他行业国有博物馆,未定级,是,475,0,1,20,1.4
282,北京市,北京莱恩堡葡萄酒文化博物馆,非国有博物馆,未定级,是,486,0,2,0,2.8613
283,北京市,北京老爷车博物馆,非国有博物馆,未定级,否,320,0,4,16,5.38
284,北京市,北京李大钊故居,文化文物系统国有博物馆,未定级,是,8,6,2,8,7.4453
285,北京市,北京历代帝王庙博物馆,文化文物系统国有博物馆,未定级,否,33,33,7,7,19.3583
286,北京市,北京励志堂科举匾额博物馆,非国有博物馆,未定级,否,2000,0,4,30,2.85
287,北京市,北京龙顺成京作非遗博物馆,其他行业国有博物馆,未定级,否,310,0,3,75,3.8494
288,北京市,北京鲁迅博物馆（北京新文化运动纪念馆）,文化文物系统国有博物馆,一级,是,112323,2627,33,76,51.0969
289,北京市,北京民俗博物馆,文化文物系统国有博物馆,二级,否,10392,5,6,32,60.0053
290,北京市,北京明城墙遗址公园,其他行业国有博物馆,未定级,否,0,0,3,19,28.4222
291,北京市,北京木木艺术博物馆,非国有博物馆,未定级,否,390,0,4,60,5
292,北京市,北京南海子麋鹿苑博物馆,其他行业国有博物馆,二级,是,6301,0,6,165,54.8174
293,北京市,北京牛栏山二锅头酒文化博物馆,其他行业国有博物馆,未定级,是,3807,0,6,0,5.5773
294,北京市,北京骐骥马文化博物馆,非国有博物馆,未定级,是,0,0,1,0,0
295,北京市,北京汽车博物馆（北京市丰台区规划展览馆）,文化文物系统国有博物馆,一级,否,10898,32,13,563,73.8249
296,北京市,北京人民艺术剧院戏剧博物馆,其他行业国有博物馆,未定级,是,10732,0,7,200,1.9755
297,北京市,北京荣唐连环画博物馆,非国有博物馆,未定级,是,2318,0,9,54,1.5
298,北京市,北京石刻艺术博物馆,文化文物系统国有博物馆,三级,否,1557,186,2,62,22.8989
299,北京市,北京市白塔寺管理处,文化文物系统国有博物馆,未定级,否,0,0,4,22,36.1567
300,北京市,北京市大兴区天宫院文史馆,其他行业国有博物馆,未定级,是,1033,0,1,5,0.417
301,北京市,北京市大兴区榆垡镇乡情文史馆,其他行业国有博物馆,未定级,是,370,0,1,195,0.0992
302,北京市,北京市大兴区月季博物馆,其他行业国有博物馆,未定级,是,1384,0,1,18,10.13
303,北京市,北京市房山世界地质公园博物馆,文化文物系统国有博物馆,未定级,是,3000,0,9,169,9.1426
304,北京市,北京市海淀区博物馆,文化文物系统国有博物馆,未定级,是,2493,506,5,3,2.2086
305,北京市,北京市海淀区中关村村史馆,其他行业国有博物馆,三级,是,908,0,5,16,0.0441
306,北京市,北京市和光书院博物馆,非国有博物馆,未定级,是,460,0,4,7,1.2126
307,北京市,北京市怀柔区博物馆,文化文物系统国有博物馆,未定级,是,1056,165,2,33,1.0019
308,北京市,北京市姜杰钢琴手风琴博物馆,非国有博物馆,未定级,是,346,0,3,9,0.135
309,北京市,北京市平谷区博物馆,文化文物系统国有博物馆,未定级,是,7258,276,4,48,6.2398
310,北京市,北京市石景山区文物研究所（北京市石景山区博物馆）,文化文物系统国有博物馆,未定级,是,535,0,2,10,1.3
311,北京市,北京市顺义区博物馆,文化文物系统国有博物馆,未定级,是,262,29,5,33,8.755
312,北京市,北京市延庆区博物馆,文化文物系统国有博物馆,三级,是,8241,413,11,45,1.3
313,北京市,北京市钟鼓楼文物保管所,文化文物系统国有博物馆,未定级,否,6,6,8,32,53.8513
314,北京市,北京税务博物馆,其他行业国有博物馆,未定级,是,16212,0,2,88,0.575
315,北京市,北京天桥印象博物馆,其他行业国有博物馆,未定级,是,382,0,6,351,2.314
316,北京市,北京天文馆,其他行业国有博物馆,一级,否,4778,15,13,1134,168.8585
317,北京市,北京通信电信博物馆,其他行业国有博物馆,未定级,是,4119,0,3,0,0.3206
318,北京市,北京外国语大学校史馆、世界语言博物馆,其他行业国有博物馆,未定级,是,2659,0,2,13,2
319,北京市,北京王府井古人类文化遗址博物馆,文化文物系统国有博物馆,未定级,否,419,0,1,1,1.7567
320,北京市,北京文博交流馆（北京市智化寺管理处）,文化文物系统国有博物馆,未定级,否,0,0,7,20,9.7945
321,北京市,北京文景珍本期刊博物馆,非国有博物馆,未定级,是,471,0,4,5,0.8897
322,北京市,北京文旺阁木作博物馆,非国有博物馆,未定级,否,15000,0,25,258,8.368
323,北京市,北京舞蹈学院舞蹈博物馆,其他行业国有博物馆,未定级,是,300,0,1,5,0.458
324,北京市,北京西瓜博物馆,其他行业国有博物馆,未定级,否,1301,0,5,6,0.07
325,北京市,北京戏曲博物馆,其他行业国有博物馆,未定级,是,156,0,2,27,1.2947
326,北京市,北京宣南文化博物馆,文化文物系统国有博物馆,未定级,是,7,4,5,17,11.0246
327,北京市,北京燕京八绝博物馆,非国有博物馆,未定级,否,436,0,3,22,0.2
328,北京市,北京艺术博物馆,文化文物系统国有博物馆,未定级,否,123875,3389,8,605,27.4599
329,北京市,北京英杰硬石艺术博物馆,非国有博物馆,未定级,是,156,0,12,11,5
330,北京市,北京御生堂中医药博物馆,非国有博物馆,未定级,是,9900,0,8,16,1.6
331,北京市,北京御仙都皇家菜博物馆,非国有博物馆,未定级,是,470,0,1,5,31.0002
332,北京市,北京云汇网球博物馆,非国有博物馆,未定级,否,417,0,3,13,2.2535
333,北京市,北京中国紫檀博物馆,非国有博物馆,未定级,否,926,0,8,42,8.8178
334,北京市,北京中华民族博物院,非国有博物馆,未定级,否,92585,0,11,186,33.0109
335,北京市,北京中梦足球博物馆,非国有博物馆,未定级,否,380,0,12,14,3.76
336,北京市,北京中药炮制技术博物馆,其他行业国有博物馆,未定级,是,355,0,2,5,2.5
337,北京市,北京中医药大学中医药博物馆,其他行业国有博物馆,未定级,是,6813,0,4,10,1.3959
338,北京市,北京中轴线遗产保护中心（北京世界文化遗产监测中心）（德胜门）,文化文物系统国有博物馆,未定级,否,0,0,0,0,0
339,北京市,北京中轴线遗产保护中心（北京世界文化遗产监测中心）（正阳门）,文化文物系统国有博物馆,未定级,否,0,0,1,2,0.5016
340,北京市,北京周口店北京人遗址博物馆（北京周口店北京人遗址管理处）,文化文物系统国有博物馆,一级,否,7449,175,13,123,31.6612
341,北京市,北京自来水博物馆,其他行业国有博物馆,未定级,是,2014,0,2,47,2.3647
342,北京市,曹雪芹纪念馆,其他行业国有博物馆,未定级,是,7163,0,3,152,63.21
343,北京市,昌平区博物馆,文化文物系统国有博物馆,未定级,是,3875,0,17,34,5.2372
344,北京市,慈悲庵,其他行业国有博物馆,未定级,是,14,9,2,0,20.314
345,北京市,慈善寺古香道文化陈列馆,文化文物系统国有博物馆,未定级,否,451,0,5,38,1.5339
346,北京市,大钟寺古钟博物馆,文化文物系统国有博物馆,二级,否,559,259,5,42,9.6623
347,北京市,对外经贸博物馆,其他行业国有博物馆,未定级,是,305,0,5,3,0.4
348,北京市,法海寺,文化文物系统国有博物馆,未定级,否,58,0,5,1,8.6203
349,北京市,古陶文明博物馆,非国有博物馆,未定级,否,460,0,7,27,0.2021
350,北京市,故宫博物院,文化文物系统国有博物馆,一级,否,1950828,1053272,78,1634,1762.4483
351,北京市,观复博物馆,非国有博物馆,未定级,否,1602,0,6,397,6.089
352,北京市,郭沫若纪念馆,其他行业国有博物馆,未定级,否,9576,65,4,22,6.7299
353,北京市,郭守敬纪念馆,文化文物系统国有博物馆,未定级,是,300,0,5,52,8.6245
354,北京市,国家大剧院台湖舞美艺术博物馆,其他行业国有博物馆,未定级,是,780,0,11,32,5.6714
355,北京市,国家典籍博物馆,文化文物系统国有博物馆,未定级,是,7738029,233642,11,610,104.654
356,北京市,国家自然博物馆,其他行业国有博物馆,一级,是,434900,0,22,3177,133
357,北京市,何扬吴茜现代绘画馆,非国有博物馆,未定级,否,600,0,6,2,0.1103
358,北京市,和苑博物馆,非国有博物馆,未定级,是,711,0,6,46,12.7516
359,北京市,冀热察挺进军司令部旧址陈列馆,其他行业国有博物馆,未定级,是,103,0,5,7,2.5066
360,北京市,京东方历史展览馆,其他行业国有博物馆,未定级,否,312,0,3,13,0.612
361,北京市,景泰蓝艺术博物馆,其他行业国有博物馆,未定级,是,2500,0,5,20,3.1
362,北京市,居庸关长城博物馆,文化文物系统国有博物馆,未定级,否,128,0,1,20,144.8376
363,北京市,科学家博物馆,其他行业国有博物馆,未定级,是,140000,0,28,210,15.1197
364,北京市,孔庙和国子监博物馆,文化文物系统国有博物馆,二级,否,1917,1063,7,158,133.4541
365,北京市,老甲艺术馆,非国有博物馆,未定级,是,100,0,6,10,1.046
366,北京市,老舍纪念馆,文化文物系统国有博物馆,未定级,是,0,0,8,10,16.5705
367,北京市,李大钊烈士陵园,其他行业国有博物馆,未定级,是,1,0,1,7,5.256
368,北京市,六必居博物馆,其他行业国有博物馆,未定级,是,335,0,1,233,2.76
369,北京市,卢沟桥历史博物馆,文化文物系统国有博物馆,未定级,是,89,0,9,0,31
370,北京市,茅盾故居,文化文物系统国有博物馆,未定级,是,0,0,1,55,8.6695
371,北京市,梅兰芳纪念馆,文化文物系统国有博物馆,未定级,否,37268,871,4,7,3.227
372,北京市,密云区博物馆,文化文物系统国有博物馆,未定级,是,814,0,14,20,2.3179
373,北京市,民航博物馆,其他行业国有博物馆,一级,是,11923,9,9,220,22.1475
374,北京市,民族文化宫,其他行业国有博物馆,一级,是,647341,736,39,20,17.5405
375,北京市,明十三陵博物馆,文化文物系统国有博物馆,二级,否,2595,1015,14,26,139.4418
376,北京市,平北抗日战争纪念馆,其他行业国有博物馆,未定级,是,2009,2,6,23,7.5272
377,北京市,平西抗日战争纪念馆,文化文物系统国有博物馆,未定级,是,438,0,0,0,0
378,北京市,清华大学艺术博物馆,其他行业国有博物馆,一级,否,16337,482,18,48,66.5701
379,北京市,全聚德博物馆,其他行业国有博物馆,未定级,是,825,0,3,90,5
380,北京市,山戎文化陈列馆,文化文物系统国有博物馆,未定级,是,0,0,1,5,0.1503
381,北京市,上宅文化陈列馆,文化文物系统国有博物馆,未定级,是,238,4,2,3,1.1132
382,北京市,盛锡福博物馆,非国有博物馆,未定级,是,0,0,0,0,0
383,北京市,十三陵水库展览馆,其他行业国有博物馆,未定级,是,0,0,1,27,1.989
384,北京市,石景山区石刻博物馆,文化文物系统国有博物馆,未定级,否,332,0,3,24,4.4675
385,北京市,视障文化博物馆,其他行业国有博物馆,未定级,是,300,0,7,14,0.36
386,北京市,首都博物馆,文化文物系统国有博物馆,一级,是,1009668,63853,57,1740,440.1439
387,北京市,首都粮食博物馆,其他行业国有博物馆,未定级,是,889,0,1,0,1.04
388,北京市,水峪村生态博物馆,其他行业国有博物馆,未定级,是,300,0,7,0,1
389,北京市,宋庆龄故居管理中心,其他行业国有博物馆,一级,否,20360,71,8,800,33
390,北京市,铁道兵纪念馆,其他行业国有博物馆,未定级,是,10494,0,12,863,1.9523
391,北京市,通州区博物馆,文化文物系统国有博物馆,未定级,是,3793,86,1,0,3.0811
392,北京市,文化和旅游部恭王府博物馆,文化文物系统国有博物馆,一级,否,23291,310,27,324,602.0403
393,北京市,文天祥祠,文化文物系统国有博物馆,未定级,否,9,8,1,15,4.2422
394,北京市,西藏文化博物馆,其他行业国有博物馆,二级,是,32410,910,11,30,5
395,北京市,西黄寺博物馆,其他行业国有博物馆,未定级,是,60,0,9,30,5.78
396,北京市,香山革命纪念馆,其他行业国有博物馆,一级,是,14011,28,41,2605,32.5508
397,北京市,香山双清别墅,其他行业国有博物馆,未定级,是,336,0,3,76,72.7282
398,北京市,徐悲鸿纪念馆,文化文物系统国有博物馆,未定级,是,2417,1890,2,65,11.7746
399,北京市,延庆区地质博物馆,其他行业国有博物馆,未定级,是,350,0,6,30,2.8118
400,北京市,延庆石刻博物馆,文化文物系统国有博物馆,未定级,是,139,0,1,1,0.003
401,北京市,炎黄艺术馆,非国有博物馆,未定级,是,4213,0,38,10,1.3
402,北京市,颐和园博物馆,其他行业国有博物馆,未定级,否,38816,26344,9,18,150
403,北京市,瀛海文史馆,其他行业国有博物馆,未定级,是,434,0,1,0,0.1613
404,北京市,雍和宫藏传佛教艺术博物馆,其他行业国有博物馆,未定级,否,16562,3865,2,404,721.8041
405,北京市,永定河文化博物馆,文化文物系统国有博物馆,未定级,是,3686,0,5,17,6.3
406,北京市,园林博物馆,其他行业国有博物馆,一级,是,24395,491,17,1920,69.2019
407,北京市,圆明园博物馆,其他行业国有博物馆,未定级,是,715,18,7,3,168.2912
408,北京市,长辛店二七纪念馆,其他行业国有博物馆,未定级,是,30,6,1,0,4.8668
409,北京市,中国传媒大学传媒博物馆,其他行业国有博物馆,二级,是,12250,0,15,24,4.12
410,北京市,中国地质博物馆,其他行业国有博物馆,一级,否,119627,0,16,217,73.657
411,北京市,中国第四纪冰川遗迹陈列馆,文化文物系统国有博物馆,未定级,是,689,0,2,72,6.5864
412,北京市,中国电信博物馆,其他行业国有博物馆,二级,是,9358,0,1,138,2.2901
413,北京市,中国电影博物馆,其他行业国有博物馆,一级,是,39373,103,11,165,135.6304
414,北京市,中国法院博物馆,其他行业国有博物馆,未定级,是,6565,84,4,363,8.4142
415,北京市,中国佛教图书文物馆,其他行业国有博物馆,未定级,是,49999,0,3,0,10
416,北京市,中国妇女儿童博物馆,其他行业国有博物馆,一级,是,18685,388,17,102,276.019
417,北京市,中国工艺美术馆（中国非物质文化遗产馆）,文化文物系统国有博物馆,未定级,是,2783,0,31,752,123.6403
418,北京市,中国共产党历史展览馆,其他行业国有博物馆,未定级,是,4796,43,1,457,120
419,北京市,中国共产党早期北京革命活动纪念馆,文化文物系统国有博物馆,未定级,是,2199,0,7,353,98.27
420,北京市,中国古动物馆,其他行业国有博物馆,未定级,否,1000,0,5,200,24
421,北京市,中国国家博物馆,文化文物系统国有博物馆,一级,是,1440880,300826,58,218,695.683
422,北京市,中国国家画院美术馆,文化文物系统国有博物馆,未定级,是,13716,0,43,5,2
423,北京市,中国海关博物馆,其他行业国有博物馆,一级,是,5660,750,15,65,45.0929
424,北京市,中国航空博物馆,其他行业国有博物馆,一级,是,36744,17,25,1600,260.3868
425,北京市,中国航天博物馆,其他行业国有博物馆,未定级,否,745,0,1,8,10.8053
426,北京市,中国华侨历史博物馆,其他行业国有博物馆,一级,是,62193,219,31,312,6.7624
427,北京市,中国化工博物馆,其他行业国有博物馆,二级,是,7125,68,8,79,1.0032
428,北京市,中国考古博物馆（中国历史文化展示中心）,其他行业国有博物馆,未定级,是,48336,0,3,44,64.6009
429,北京市,中国科学技术馆,其他行业国有博物馆,一级,否,949,0,29,16194,493.8422
430,北京市,中国科学院动物研究所标本展示馆,其他行业国有博物馆,未定级,否,6500,0,2,68,35.1774
431,北京市,中国美术馆,文化文物系统国有博物馆,未定级,是,130000,0,105,1150,113.6716
